%time,field.position0,field.position1,field.position2,field.position3,field.position4,field.position5,field.position6,field.position7,field.position8,field.position9,field.position10,field.position11,field.position12,field.position13,field.position14,field.position15,field.position16,field.position17
1.49743294646163E+018,31.2191314697,-23.9867916107,-13.504488945,50,49.9758453369,22.0601902008,47.3399887085,47.3641052246,23.6941108704,37.3199958801,44.0787315369,34.3171882629,8.3846464157,38.1420021057,41.0674819946,2.8985700607,15.0724754333,9.5790300369
1.49743294646165E+018,29.6730422974,-23.9867916107,-13.504488945,50,49.9758453369,22.0601902008,47.3399887085,47.3641052246,23.6941108704,37.3199958801,44.0787315369,35.1109390259,8.3846464157,38.1420021057,40.6544723511,1.4471439123,15.0724754333,8.7899036408
1.49743294646166E+018,29.6730422974,-23.9867916107,-13.504488945,50,49.9758453369,22.0601902008,47.3399887085,47.3641052246,23.6941108704,37.3199958801,43.4552726746,35.9046859741,8.3846464157,38.1420021057,40.6544723511,-0.0042877458,15.0724754333,8.7899036408
1.49743294646167E+018,29.6730422974,-23.9867916107,-13.504488945,50,49.9758453369,22.0601902008,47.3399887085,47.3641052246,23.6941108704,37.3199958801,43.4552726746,37.4921875,8.3846464157,38.1420021057,39.828453064,-2.181429863,15.0724754333,8.7899036408
1.49743294650265E+018,29.6730422974,-23.9867916107,-13.504488945,50,49.9758453369,22.0601902008,47.3399887085,47.3641052246,23.6941108704,37.3199958801,43.4552726746,38.2859382629,10.5111627579,39.5487709045,39.4154472351,-4.3585720062,15.8372077942,8.7899036408
1.49743294650266E+018,29.6730422974,-23.9867916107,-18.0764980316,50,49.9758453369,22.0601902008,47.3399887085,47.3641052246,23.6941108704,37.3199958801,43.4552726746,39.8734359741,10.5111627579,40.0763092041,39.0024375916,-6.3542876244,15.8372077942,8.7899036408
1.49743294650267E+018,29.6730422974,-25.1053256989,-18.0764980316,50,49.9758453369,22.0601902008,47.3399887085,47.3641052246,23.6941108704,37.3199958801,43.4552726746,41.4609413147,11.5744132996,40.7796936035,38.1764221191,-7.8057141304,15.8372077942,8.7899036408
1.49743294650267E+018,27.9060897827,-25.1053256989,-20.3624839783,50,49.9758453369,22.0601902008,47.3399887085,47.3641052246,17.7176399231,37.3199958801,43.4552726746,42.2546844482,12.6376714706,40.7796936035,37.7634162903,-9.9828557968,15.8372077942,8.7899036408
1.49743294654367E+018,26.1391296387,-24.5460586548,-20.3624839783,50,49.9758453369,22.0601902008,47.3399887085,47.3641052246,17.7176399231,37.3199958801,43.4552726746,43.8421897888,12.6376714706,41.4830780029,37.0406494141,-11.4342880249,15.8372077942,8.7899036408
1.4974329465437E+018,25.2556533813,-24.5460586548,-20.3624839783,50,49.9758453369,22.0601902008,47.3399887085,47.3641052246,20.7058811188,37.3199958801,43.4552726746,44.4375,13.7009296417,42.1864624023,36.6276397705,-12.1600008011,15.8372077942,8.7899036408
1.4974329465437E+018,25.2556533813,-24.5460586548,-20.3624839783,50,49.9758453369,22.0601902008,47.3399887085,47.3641052246,20.7058811188,39.8599967957,43.4552726746,45.2312507629,13.7009296417,42.8898468018,36.2146339417,-12.8857164383,15.8372077942,8.7899036408
1.49743294654371E+018,26.1391296387,-24.5460586548,-27.2204971313,50,49.9758453369,22.0601902008,47.3399887085,47.3641052246,20.7058811188,39.8599967957,43.4552726746,46.0249977112,14.7641878128,43.5932350159,35.8016281128,-13.6114301682,15.8372077942,8.7899036408
1.49743294654372E+018,27.022605896,-24.5460586548,-31.2209968567,50,51.7865257263,22.0601902008,47.3399887085,47.3641052246,20.7058811188,39.8599967957,43.4552726746,46.8187484741,14.7641878128,44.2966156006,34.9756088257,-13.6114301682,15.8372077942,8.7899036408
1.49743294658466E+018,28.78956604,-24.5460586548,-35.7929878235,50,50.8811798096,22.0601902008,47.3399887085,47.3641052246,20.7058811188,39.8599967957,43.4552726746,48.40625,14.7641878128,44.2966156006,34.9756088257,-14.3371458054,15.8372077942,8.7899036408
1.49743294658467E+018,29.6730422974,-23.4275245667,-40.3649978638,50,50.8811798096,22.0601902008,47.3399887085,47.3641052246,20.7058811188,39.8599967957,43.4552726746,49.1999969482,14.7641878128,45,34.5626029968,-13.6114301682,15.8372077942,8.7899036408
